"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"scro",1.08756734636157e-82,2.49934092339313,0.936,0.586,1.51498131348167e-79
"ap",3.59853814639976e-79,1.89890938467219,0.93,0.606,5.01276363793487e-76
"Vsx1",8.80585114785305e-71,2.36491931027128,0.92,0.625,1.22665506489593e-67
"Vsx2",9.7443971335811e-46,2.1999729461365,0.834,0.579,1.35739452070785e-42
"zfh2",8.9997381448373e-34,1.32196042519424,0.904,0.696,1.25366352357584e-30
