"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rx",2.89928031158195e-128,3.61659618125849,0.975,0.572,4.03869747403366e-125
"Lim1",1.32356715168233e-69,1.9441264826029,0.945,0.718,1.84372904229349e-66
"Optix",1.29368471860997e-35,1.36792707520102,0.815,0.668,1.8021028130237e-32
"CG32532",0.000154910696469147,0.488746325355399,0.655,0.604,0.215790600181522
