"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ct",2.73114583780422e-43,1.20482828970119,0.972,0.734,3.80448615206128e-40
"Rx",1.28522850139564e-39,1.52263479113864,0.872,0.574,1.79032330244413e-36
"Lim1",3.47280035254346e-36,1.06137516774217,0.961,0.718,4.83761089109303e-33
"CG32532",2.68581309992475e-22,0.660981799865802,0.867,0.602,3.74133764819518e-19
"zfh2",0.000219897603727682,0.472770749931473,0.722,0.697,0.306317361992662
