"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ap",8.10289804466041e-52,2.02846314406085,0.872,0.607,1.12873369762119e-48
"Vsx1",3.31481948191961e-16,1.0259664345864,0.737,0.627,4.61754353831402e-13
"Vsx2",1.2402382766801e-14,0.941771454104438,0.699,0.58,1.72765191941538e-11
"ct",0.0001265002610626,0.286201546009913,0.795,0.735,0.176214863660201
