"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Lim1",1.09641158159141e-18,1.39151237372786,0.833,0.719,1.52730133315683e-15
"ct",3.31466278000272e-15,1.65506166850518,0.768,0.736,4.61732525254379e-12
"NK7.1",1.42040335472561e-13,2.05312252017219,0.775,0.754,1.97862187313278e-10
"Optix",2.07980623708195e-07,1.14642338698624,0.674,0.67,0.000289717008825515
"Rx",0.948814304285546,1.04091279142422,0.428,0.577,1
