"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"dve",6.23616866064217e-28,3.1391491710612,0.979,0.499,8.68698294427455e-25
"tup",1.07949167618169e-23,2.31343103827414,0.957,0.526,1.5037319049211e-20
"pdm3",1.99674677931201e-21,2.22317930776401,1,0.763,2.78146826358163e-18
"bsh",5.47316435705317e-15,0.861306871289568,0.83,0.537,7.62411794937506e-12
"CG32532",5.23416142894928e-11,0.821087398845661,0.894,0.604,7.29118687052635e-08
