"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"vvl",2.47458071475587e-54,2.63790340555736,0.973,0.591,3.44709093565493e-51
"Drgx",2.84848064125551e-48,1.92952111049956,0.909,0.564,3.96793353326893e-45
"pdm3",1.24327987002212e-23,0.802491584700358,0.982,0.763,1.73188885894082e-20
