"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ey",1.2394317162825e-144,1.4703768549293,0.926,0.55,1.72652838078152e-141
"toy",3.56871995771041e-126,1.3099208432023,0.959,0.704,4.9712269010906e-123
"zfh2",2.21850561309644e-31,0.426376376016862,0.859,0.695,3.09037831904334e-28
"pros",1.18500247162604e-25,0.293176316128709,1,0.952,1.65070844297507e-22
"acj6",0.208246683265046,0.381004352953202,0.455,0.511,1
