"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"hth",2.30152583801298e-52,1.46963929656849,0.986,0.866,3.20602549235208e-49
"Lim1",1.09725671285984e-28,0.534142346306456,0.954,0.718,1.52847860101375e-25
"Rx",1.17340332586413e-20,0.453791393041076,0.763,0.574,1.63455083292874e-17
"Dbx",9.37936679559748e-08,0.703445759139437,0.598,0.555,0.000130654579462673
