"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"tup",2.6998444948832e-92,1.97157327234768,0.889,0.523,3.7608833813723e-89
"dve",1.71023996029328e-82,1.94068871533615,0.846,0.497,2.38236426468853e-79
"CG32532",7.56674964240614e-60,0.901322004099411,0.932,0.601,1.05404822518718e-56
"NK7.1",2.79019981830914e-26,0.736884231056214,0.914,0.753,3.88674834690463e-23
"bsh",0.0367923850119057,0.903677636044729,0.439,0.538,1
