"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"bsh",6.83609877355818e-44,1.0474815553362,0.898,0.536,9.52268559156654e-41
"Awh",1.23712153476566e-31,1.20058791299759,0.87,0.604,1.72331029792856e-28
"ct",1.31680263331653e-25,1.12160092031452,0.963,0.735,1.83430606820993e-22
"CG32532",1.16600510811339e-19,0.55296504680137,0.926,0.603,1.62424511560195e-16
"zfh1",1.57393725629806e-10,1.97449976285111,0.685,0.486,2.1924945980232e-07
