"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"hth",3.82646860873322e-19,1.48046475818552,1,0.867,5.33027077196537e-16
"zfh2",5.11286996637554e-19,1.92828690796149,1,0.697,7.12222786316112e-16
"ap",5.70248211240229e-19,1.61234962354505,0.951,0.608,7.94355758257639e-16
"Vsx1",7.10675727966732e-19,1.31027644573808,0.976,0.627,9.89971289057658e-16
"Vsx2",4.49859268018478e-12,0.758851279731984,0.902,0.58,6.2665396034974e-09
