"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Drgx",1.0345859174487e-111,2.65631119884312,0.962,0.562,1.44117818300603e-108
"vvl",5.70792441200944e-55,1.57158044710347,0.858,0.59,7.95113870592914e-52
"ct",1.3513769088222e-22,1.05348862417953,0.91,0.734,1.88246803398933e-19
"CG32532",4.19624955934461e-20,0.444674805919127,0.839,0.602,5.84537563616704e-17
