"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Vsx2",4.45275500449527e-19,4.02991027711736,1,0.58,6.20268772126191e-16
"ap",8.41598632472093e-18,2.73534262565845,1,0.608,1.17234689503363e-14
"zfh2",1.56162360376728e-14,2.35928602433917,1,0.697,2.17534168004782e-11
"Vsx1",1.32281447906553e-13,2.23575517341584,0.929,0.627,1.84268056933829e-10
