"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"pdm3",1.67068136783774e-64,2.20708840178787,1,0.762,2.32725914539797e-61
"hth",6.67218641462801e-63,1.70336524776113,1,0.867,9.29435567557682e-60
"C15",1.52069628890416e-30,0.252085533341496,0.721,0.319,2.1183299304435e-27
"CG32532",4.28567302235957e-22,0.700922038618312,0.897,0.603,5.96994252014688e-19
"ct",4.04857236151653e-20,0.606001532388062,0.963,0.735,5.63966129959253e-17
