"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"tup",4.17050795589037e-30,2.72814248047163,0.967,0.526,5.80951758255529e-27
"pdm3",9.49201476306495e-27,2.09030749817803,0.984,0.763,1.32223765649495e-23
"bsh",3.45972287291714e-24,1.56041062755605,0.869,0.537,4.81939396197357e-21
"dve",6.73327276383891e-22,2.41182045026646,0.869,0.499,9.3794489600276e-19
"CG32532",1.43034026162905e-12,1.162496675121,0.869,0.604,1.99246398444927e-09
