"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"tup",1.92498990159201e-27,2.57384899387572,0.98,0.526,2.68151093291767e-24
"ct",3.86481321584059e-13,1.40503772597726,0.959,0.735,5.38368480966594e-10
"bsh",6.49543807858865e-13,1.123362533694,0.776,0.537,9.04814524347399e-10
