"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"tup",5.3971361023438e-20,2.4287921952073,0.653,0.526,7.51821059056492e-17
"dve",0.00410896990115844,2.49939821571603,0.449,0.501,1
"CG32532",0.033175317479366,1.3699893630416,0.497,0.605,1
"bsh",0.206398551259209,1.0067159420668,0.341,0.539,1
