"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Lim1",2.21125281257351e-23,1.71942415942012,0.986,0.719,3.0802751679149e-20
"vvl",9.47873370861485e-16,1.46544553792532,0.808,0.592,1.32038760561005e-12
"pdm3",9.93236926251937e-12,1.08188774281982,0.877,0.763,1.38357903826895e-08
"CG32532",9.79413698033032e-07,0.610586886734222,0.767,0.604,0.00136432328136001
"pros",0.000113348140095676,0.289771206761491,1,0.953,0.157893959153277
"hbn",0.297302658900195,1.17551161869766,0.493,0.583,1
