"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"dve",1.57193597489484e-52,3.33605925820895,0.948,0.499,2.18970681302852e-49
"tup",2.06838056404921e-45,2.28068708707971,0.959,0.525,2.88125412572055e-42
"bsh",3.50955624442979e-25,0.870475149661566,0.804,0.536,4.88881184849069e-22
"CG32532",4.28807846476085e-25,1.04136798174915,0.948,0.603,5.97329330141186e-22
"zfh1",0.0186883971530939,0.469558570605596,0.402,0.487,1
