"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rx",0.000172158175248546,0.699892361187127,0.376,0.577,0.239816338121225
"vvl",0.0041249953596299,0.811786497804622,0.567,0.593,1
"ct",0.00679155398490964,0.836779576794775,0.649,0.736,1
"CG32532",0.0857568756266022,0.626266452654415,0.459,0.605,1
"Lim1",0.222818014883513,0.366265750273596,0.536,0.721,1
"Optix",0.286186210735313,0.405212800389626,0.562,0.67,1
"Drgx",0.535835605289157,1.54113051885447,0.448,0.567,1
