"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"pros",6.20075939149661e-48,2.04401639321775,0.981,0.953,8.63765783235478e-45
"Rx",1.83906661373006e-43,1.92220441785315,0.981,0.574,2.56181979292598e-40
"Optix",2.006419070343e-30,1.44971869918853,0.951,0.668,2.79494176498779e-27
"Lim1",1.56062407174423e-22,1.0176886036712,0.99,0.719,2.17394933193971e-19
"Ubx",3.81388044079235e-08,0.304281087325236,0.65,0.486,5.31273545402375e-05
