"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"hth",2.9344953678836e-28,2.32369983212747,1,0.867,4.08775204746185e-25
"NK7.1",2.31926475408461e-09,0.534507363604294,1,0.754,3.23073580243986e-06
"CG32532",2.96465944870151e-09,0.477858995640772,0.939,0.604,4.1297706120412e-06
"ct",8.71558986824138e-09,0.687131725546611,0.959,0.735,1.21408166864602e-05
