"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rx",2.67767341536332e-23,1.72054648075149,0.88,0.575,3.72999906760111e-20
"Lim1",3.42158381921604e-18,0.944120132268653,0.988,0.719,4.76626626016794e-15
"zfh1",2.12057700595959e-13,1.09747955751972,0.783,0.486,2.95396376930171e-10
"Scr",2.3166487969497e-09,0.435878567892329,0.145,0.37,3.22709177415094e-06
"CG32532",1.36241397190341e-05,0.349570684463635,0.747,0.604,0.0189784266286145
