"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Lmx1a",3.84355255207343e-54,2.80803768533855,0.863,0.519,5.35406870503829e-51
"oc",1.29499253635043e-50,2.61641666871362,0.878,0.476,1.80392460313615e-47
"zfh2",2.44690957112536e-38,1.8687389586275,0.924,0.696,3.40854503257763e-35
"hbn",5.34403530118864e-37,2.2091902433739,0.786,0.582,7.44424117455578e-34
"CG4328",2.6613351686475e-23,1.69743467491289,0.725,0.54,3.70723988992597e-20
