"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Lim1",2.20054759176001e-17,1.14779843836186,0.957,0.719,3.0653627953217e-14
"Rx",3.07879650610239e-14,0.986451872243927,0.843,0.575,4.28876353300064e-11
"pdm3",2.90602088782079e-11,0.509308195059785,1,0.763,4.04808709673436e-08
"CG32532",1.64040034670767e-08,0.508557391794684,0.829,0.604,2.28507768296379e-05
