"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Lim1",2.87534668909832e-58,1.59222608292013,0.923,0.718,4.00535793791395e-55
"Optix",1.39810470795476e-56,1.79091611211517,0.87,0.668,1.94755985818098e-53
"Rx",4.31743179462205e-39,1.34161513799389,0.773,0.574,6.01418248990852e-36
"CG32532",1.30202162869416e-15,0.84970105913232,0.713,0.603,1.81371612877096e-12
"zfh2",0.00846272724854327,0.441048239891544,0.68,0.697,1
