"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"hth",3.68374812789076e-35,1.50395721131359,1,0.867,5.13146114215183e-32
"Lim1",1.58285752225895e-30,1.41563044064836,0.98,0.719,2.20492052850672e-27
"Rx",4.80027874106231e-29,1.20157273131557,0.929,0.574,6.6867882862998e-26
"pdm3",1.18294467635742e-22,1.23123244542957,0.949,0.763,1.64784193416589e-19
"pros",1.079396852272e-15,0.581656351529263,1,0.953,1.5035998152149e-12
"Ptx1",0.148008394263188,0.265360955375906,0.495,0.417,1
