"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Lim1",9.59454101100275e-18,1.34964128197213,0.821,0.719,1.33651956283268e-14
"CG32532",0.0362895234057282,0.697943042267313,0.607,0.604,1
"ara",0.111720754576937,0.290321023057455,0.557,0.473,1
"Rx",0.309810680341817,1.17974125562484,0.514,0.576,1
