"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"pdm3",1.41868342137931e-100,2.06750664514839,0.977,0.761,1.97622600598138e-97
"Lim1",6.17653828421134e-78,1.65170946919814,0.97,0.717,8.6039178299064e-75
"pros",5.24340888026325e-68,1.16442027859267,1,0.953,7.30406857020671e-65
"Rx",1.67581799089734e-32,1.09805473254976,0.772,0.574,2.33441446131999e-29
"hth",2.35141428027248e-23,0.736250651298565,0.939,0.867,3.27552009241956e-20
