"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"ATPsyndelta",0,-3.92402938516051,1,1,0,"ATPsyndelta"
"lncRNA:roX1",0,5.22815725310463,1,1,0,"lncRNA:roX1"
"lncRNA:roX2",2.02626145925009e-197,3.87863452870232,1,0.958,4.41137382293337e-193,"lncRNA:roX2"
"Yp1",8.78209631408701e-169,-4.29850385073481,0.958,1,1.91195018853988e-164,"Yp1"
"Yp2",5.07435848643289e-149,-3.86917611482835,1,1,1.1047385860813e-144,"Yp2"
"Mnr",8.69508640717374e-135,-0.765794161359519,1,1,1.8930072617058e-130,"Mnr"
"lncRNA:CR45668",4.36447138671774e-115,-1.26798661796342,1,1,9.50189065602319e-111,"lncRNA:CR45668"
"Yp3",7.60127274288705e-114,-3.34136037107072,0.917,1,1.65487308885394e-109,"Yp3"
"Sxl",4.66306413645096e-108,-0.602326110223646,1,1,1.01519569314674e-103,"Sxl"
"asRNA:CR45629",4.73138010522446e-103,-3.58357629001291,0.5,1,1.03006876270842e-98,"asRNA:CR45629"
"lncRNA:CR31451",2.45042377789917e-87,1.00598958487694,1,1,5.33481760686429e-83,"lncRNA:CR31451"
"Ten-a",4.26246657400125e-79,-0.507364204935781,1,1,9.27981597825813e-75,"Ten-a"
"CG11122",1.2812536785316e-73,-0.76428170792146,1,1,2.78941738353116e-69,"CG11122"
"Dora",7.39904977322506e-69,-0.550768734809981,1,1,1.61084712612883e-64,"Dora"
"CG11417",1.64042429357164e-68,-1.27286145439719,1,1,3.57136772953482e-64,"CG11417"
"CG43867",8.61647169224091e-65,-0.362718780625755,1,1,1.87589205211777e-60,"CG43867"
"CG42594",1.48762095622009e-63,-0.650066407109574,1,1,3.23869958378676e-59,"CG42594"
"jim",4.1105497374405e-60,0.509460674873587,1,1,8.94907783338172e-56,"jim"
"N",1.15900942527427e-59,-1.45470387453273,1,1,2.52327941976462e-55,"N"
"fru",5.45160524045878e-57,0.785065139272356,1,1,1.18686897690028e-52,"fru"
"CG42540",6.20785982327978e-57,0.492635172616008,1,1,1.35151316212624e-52,"CG42540"
"ct",6.67300912934563e-56,-0.757313682040218,1,1,1.45278081754984e-51,"ct"
"CG15465",6.56712215148324e-54,-0.335042406324747,1,1,1.42972816359942e-49,"CG15465"
"NetB",3.78224026255768e-53,-0.514297888078074,1,1,8.23431527561432e-49,"NetB"
"mgl",1.33586162385069e-51,-0.484734707618237,1,1,2.90830434128534e-47,"mgl"
"hwt",8.9550298982179e-51,-0.426240472786586,1,1,1.94959955914102e-46,"hwt"
"Ubi-p5E",3.05732334389033e-48,-1.1406953723939,1,1,6.65609865198363e-44,"Ubi-p5E"
"bif",4.26415077688609e-48,-0.637331116930294,1,1,9.2834826563587e-44,"bif"
"Syt4",2.20476623947922e-46,0.558106828332709,1,1,4.79999657997021e-42,"Syt4"
"Slob",9.63740632863662e-46,0.453534968400973,1,1,2.09815973180748e-41,"Slob"
"dpr8",3.52699145509474e-44,-0.469459680184162,1,1,7.67861309688676e-40,"dpr8"
"Caper",2.78561779629272e-43,0.574930754474033,1,1,6.06456850430887e-39,"Caper"
"stumps",3.75884668538857e-43,-1.12025979962147,1,1,8.18338511875946e-39,"stumps"
"zld",4.87362320631277e-43,0.752920322414736,1,1,1.06103650824635e-38,"zld"
"apolpp",6.49826893774665e-43,-1.40613289616547,1,1,1.41473813043682e-38,"apolpp"
"toy",1.08842965039814e-42,0.822573672606051,1,1,2.36962019188178e-38,"toy"
"wapl",2.68984660884617e-42,-0.58926202854746,1,1,5.856065052119e-38,"wapl"
"OtopLa",1.08638561231618e-41,0.48700226275029,1,1,2.36517011657355e-37,"OtopLa"
"Msr-110",3.41391535866566e-41,-1.42984874114976,1,1,7.43243512735102e-37,"Msr-110"
"scyl",3.5844354610257e-39,0.780718467699504,1,1,7.80367444219906e-35,"scyl"
"pcx",6.02945628806831e-39,-0.680865472794679,1,1,1.31267292847535e-34,"pcx"
"Ephrin",6.77566499259464e-39,0.660722196747468,1,1,1.47513002553778e-34,"Ephrin"
"lncRNA:CR44997",4.55899262098517e-38,-0.467829812265768,1,1,9.9253828351468e-34,"lncRNA:CR44997"
"CG2962",1.41071524428331e-37,-1.44988827016018,0.417,1,3.0712681583292e-33,"CG2962"
"X11Lbeta",1.48377609735271e-37,-0.441654470077477,1,1,3.23032894154659e-33,"X11Lbeta"
"CG42340",4.53120145533173e-37,-0.376344166612625,1,1,9.8648786884027e-33,"CG42340"
"tyf",1.01272324291017e-36,-0.373957447352763,1,1,2.20479977213972e-32,"tyf"
"Cals",1.15242751896903e-36,0.561746641758719,1,1,2.50894995154748e-32,"Cals"
"CG45002",2.8178898492519e-36,-0.373202652737044,1,1,6.13482799080631e-32,"CG45002"
"lncRNA:CR40469",3.85385342993793e-36,-1.63266053891541,1,1,8.39022430231787e-32,"lncRNA:CR40469"
"CG43737",2.16528046599e-35,-0.39623913913115,1,1,4.71403210250682e-31,"CG43737"
"CG32767",2.32897382507784e-35,-0.3957229183691,1,1,5.07040891457697e-31,"CG32767"
"CG12994",2.96300603003051e-35,-0.747158113523084,1,1,6.45076042797942e-31,"CG12994"
"Bx",4.45232002145698e-35,-0.497019641508912,1,1,9.69314591871398e-31,"Bx"
"tty",4.87393334696242e-35,-0.491633739285214,1,1,1.06110402896719e-30,"tty"
"Spred",5.40877727244138e-35,0.519853668347438,1,1,1.17754489998321e-30,"Spred"
"trv",1.57881121609644e-34,0.444834545137016,1,1,3.43722989856355e-30,"trv"
"lncRNA:CR44999",1.9130671962769e-34,-0.72022260146189,1,1,4.16493859301444e-30,"lncRNA:CR44999"
"alpha-Man-Ia",3.25368361961598e-34,-0.420666811974918,1,1,7.08359460826596e-30,"alpha-Man-Ia"
"pre-rRNA:CR45856",1.26169864671817e-33,-0.94907003636269,1,1,2.74684412377013e-29,"pre-rRNA:CR45856"
"28SrRNA-Psi:CR40741",1.39175384135204e-33,-1.14016793183149,1,1,3.02998728800752e-29,"28SrRNA-Psi:CR40741"
"Neto",1.53471081398366e-33,-0.553729831246613,1,1,3.34121891312383e-29,"Neto"
"IP3K2",3.41280902037937e-33,-1.18081975363605,1,1,7.43002651826792e-29,"IP3K2"
"CG32017",6.46836691893573e-33,0.617559171324606,1,1,1.4082281619215e-28,"CG32017"
"asRNA:CR45479",9.44414073787909e-33,1.29310500672641,1,1,2.05608388004366e-28,"asRNA:CR45479"
"kairos",1.30219583562537e-32,-0.477490880659184,1,1,2.83501055373998e-28,"kairos"
"Socs16D",1.49076814123087e-32,-0.457030854920827,1,1,3.24555132027373e-28,"Socs16D"
"east",1.9097113470973e-32,-0.37809697459783,1,1,4.15763257376552e-28,"east"
"CG13337",1.95682609135208e-32,-0.70696225356816,1,1,4.26020608348261e-28,"CG13337"
"CG14431",3.38406026732304e-32,-0.525672380776733,1,1,7.36743760798899e-28,"CG14431"
"trr",4.04327139082321e-32,-0.814704866489778,1,1,8.80260614496121e-28,"trr"
"Rbp1-like",4.30599341661872e-32,-0.455078941658206,1,1,9.37457826732061e-28,"Rbp1-like"
"htk",1.57256542168671e-31,-0.751439635149015,1,1,3.42363217955413e-27,"htk"
"Nckx30C",1.65881326724441e-31,0.387914730099859,1,1,3.61140236411781e-27,"Nckx30C"
"Crg-1",1.88357460152505e-31,1.14109951730082,1,1,4.10073026498018e-27,"Crg-1"
"p120ctn",1.98941238064772e-31,0.524767445258034,1,1,4.33114969390816e-27,"p120ctn"
"Ppn",2.04899722809489e-31,-1.18814262288554,1,0.958,4.46087186528539e-27,"Ppn"
"dome",2.21694999754747e-31,-0.563006869798698,1,1,4.82652183966061e-27,"dome"
"Hmt4-20",2.87427824683494e-31,-0.665864299659679,1,1,6.25759117118435e-27,"Hmt4-20"
"Atpalpha",9.06047529516814e-31,0.444257375353294,1,1,1.97255607651106e-26,"Atpalpha"
"CG5937",1.55344972789922e-30,-0.66112679998633,1,1,3.3820154026094e-26,"CG5937"
"gypsy{}615",3.28305532018515e-30,0.672750741741997,1,1,7.14753973757508e-26,"gypsy{}615"
"Hers",3.89626786330607e-30,-0.264816283887176,1,1,8.48256476520364e-26,"Hers"
"PMCA",4.42406134012736e-30,0.396290888242842,1,1,9.63162394359127e-26,"PMCA"
"CG14442",8.31959996603397e-30,-0.541962221798191,1,1,1.81126010860526e-25,"CG14442"
"CG43689",8.54629552484103e-30,-0.73896301115436,1,1,1.86061399871314e-25,"CG43689"
"Pka-R2",9.48708733155598e-30,0.437352634977788,1,1,2.06543378295305e-25,"Pka-R2"
"side-VIII",1.01635741086125e-29,-0.338009765222257,1,1,2.21271171918602e-25,"side-VIII"
"pan",1.6083387666561e-29,0.489044365814141,1,1,3.501514328887e-25,"pan"
"Abl",1.91543688892668e-29,-0.315771338815443,1,1,4.17009765088228e-25,"Abl"
"CG43759",5.97460977884584e-29,-0.367629098366943,1,1,1.30073229495253e-24,"CG43759"
"otp",7.81259092084465e-29,1.22310031629563,1,1,1.70087916937709e-24,"otp"
"28SrRNA-Psi:CR45855",1.19145109128848e-28,-1.40015709055968,1,1,2.59390817084415e-24,"28SrRNA-Psi:CR45855"
"tou",2.94777648481931e-28,-0.237830883978252,1,1,6.41760418510013e-24,"tou"
"Adar",3.49455557086245e-28,0.437262290438948,1,1,7.60799693332464e-24,"Adar"
"cpx",5.14007665377406e-28,0.340882571601192,1,1,1.11904608829315e-23,"cpx"
"Lsd-2",6.586430657657e-28,-1.02799716048686,1,1,1.43393181847851e-23,"Lsd-2"
"RhoGAP18B",1.35690058001878e-27,-1.02213436831081,1,1,2.9541082527589e-23,"RhoGAP18B"
"Ddc",2.09090992701842e-27,0.656685267054098,1,1,4.55212000211181e-23,"Ddc"
"nocte",2.37970466013631e-27,-0.447289639694919,1,1,5.18085501558276e-23,"nocte"
"Proc-R",7.71048146503597e-27,-1.1177239539823,1,1,1.67864891975298e-22,"Proc-R"
"slo",1.63469961246598e-26,0.342883522669531,1,1,3.55890452629968e-22,"slo"
"Lim1",1.79532590647097e-26,-0.402244305434977,1,1,3.90860403097795e-22,"Lim1"
"nAChRalpha5",2.39324638734879e-26,0.31759545818928,1,1,5.21033670989705e-22,"nAChRalpha5"
"Cbs",2.42520316695493e-26,1.08792498673849,1,1,5.27990981477757e-22,"Cbs"
"dpr7",3.67261037443795e-26,0.58997247685656,1,1,7.99564004618886e-22,"dpr7"
"cactin",4.76928715553321e-26,-1.08829517107767,1,1,1.03832150663114e-21,"cactin"
"Rip11",6.58587395714463e-26,-0.532042585476811,1,1,1.43381061920996e-21,"Rip11"
"CG9650",7.70418319955267e-26,-0.605568445073839,1,1,1.67727772437461e-21,"CG9650"
"CG32547",8.12296852782312e-26,-0.531228657012865,1,1,1.76845147819237e-21,"CG32547"
"CG14989",1.41681768976774e-25,0.812441141985561,1,1,3.08455379239334e-21,"CG14989"
"Myo81F",1.67046841683369e-25,-0.364590382662858,1,1,3.63677679028863e-21,"Myo81F"
"Ca-alpha1T",2.75933554324968e-25,-0.26564548123805,1,1,6.00734941120889e-21,"Ca-alpha1T"
"zyd",2.92063162427642e-25,-0.928335308332142,1,1,6.35850710921219e-21,"zyd"
"IA-2",3.03280040963868e-25,0.357375493810521,1,1,6.60270977182437e-21,"IA-2"
"wts",4.2605859806291e-25,-0.320104284123468,1,1,9.2757217384276e-21,"wts"
"Dscam1",4.28018672743679e-25,-0.303380738259664,1,1,9.31839452430263e-21,"Dscam1"
"CG34354",5.71790349233362e-25,0.38747156773856,1,1,1.24484476931595e-20,"CG34354"
"HERC2",5.81559667787139e-25,-0.697829415743285,1,1,1.26611355273938e-20,"HERC2"
"Alk",6.42380839175928e-25,0.419504854488719,1,1,1.39852732496991e-20,"Alk"
"CG2233",6.81707549762329e-25,-1.02072567107312,0.958,1,1.48414550658757e-20,"CG2233"
"anne",1.33682023103957e-24,0.450310603169326,1,1,2.91039132499624e-20,"anne"
"CG9123",2.3741347072011e-24,-0.862908171481107,1,1,5.16872867104751e-20,"CG9123"
"Unr",2.60159717887672e-24,0.476097058761764,1,1,5.66393721813252e-20,"Unr"
"Vha16-1",2.98522540740655e-24,0.511194220064267,1,1,6.49913423446481e-20,"Vha16-1"
"spri",3.2736255187819e-24,-0.325904603433001,1,1,7.12701011694007e-20,"spri"
"Egfr",3.9099669033498e-24,-1.01187504721884,1,1,8.51238894528286e-20,"Egfr"
"mGluR",5.56606009862533e-24,0.517557111760254,1,1,1.21178694407172e-19,"mGluR"
"pdgy",5.78616329090051e-24,-0.957692712838193,1,1,1.25970561006195e-19,"pdgy"
"HUWE1",1.20291542286602e-23,-0.647766640736889,1,1,2.61886716712161e-19,"HUWE1"
"4E-T",1.21840296221435e-23,0.533705061811245,1,1,2.65258508903687e-19,"4E-T"
"Syt1",1.60129108961828e-23,0.311337931417861,1,1,3.48617083120797e-19,"Syt1"
"CG10543",1.87801952304502e-23,-0.372540636296358,1,1,4.0886363036213e-19,"CG10543"
"vnd",2.36043801056259e-23,-0.893475584779519,1,1,5.13890959279581e-19,"vnd"
"Rnf11",3.14703790880286e-23,0.546916277850404,1,1,6.8514162312547e-19,"Rnf11"
"Hecw",3.1828459216667e-23,-0.549877338856789,1,1,6.92937385606057e-19,"Hecw"
"CG46309",3.87614212554365e-23,0.684029854897533,1,1,8.43874902152109e-19,"CG46309"
"Nipped-B",4.69639013796909e-23,0.396597606396151,1,1,1.02245109693725e-18,"Nipped-B"
"Maf1",5.25400696504666e-23,0.437793876161323,1,1,1.14384985636031e-18,"Maf1"
"orb2",7.52573794348833e-23,0.47498756094668,1,1,1.63842840767684e-18,"orb2"
"kek5",8.63447062744412e-23,-0.330302672518455,1,1,1.87981060030086e-18,"kek5"
"gw",2.74747455585033e-22,0.411028034457367,1,1,5.98152685554175e-18,"gw"
"ctp",4.08909111966203e-22,0.391559284794456,1,1,8.90236027661622e-18,"ctp"
"lola",5.16965808010506e-22,0.327648270701285,1,1,1.12548626061967e-17,"lola"
"if",5.2493682186904e-22,-0.95660800649087,1,1,1.14283995489109e-17,"if"
"14-3-3zeta",5.63139309313621e-22,0.414868683086632,1,1,1.22601059030668e-17,"14-3-3zeta"
"28SrRNA-Psi:CR41609",5.96543418198436e-22,-1.2351945808558,1,1,1.29873467575981e-17,"28SrRNA-Psi:CR41609"
"P5CS",6.18115694060153e-22,-0.956440001986641,0.958,0.958,1.34569967753836e-17,"P5CS"
"Rm62",6.97997986834613e-22,0.371493431347041,1,1,1.51961141713764e-17,"Rm62"
"Tlk",7.2823200892573e-22,-0.225044548680917,1,1,1.58543390663221e-17,"Tlk"
"Muc14A",1.1231911485657e-21,1.44188583436738,1,0.708,2.44529944954238e-17,"Muc14A"
"CG33229",1.17571666535858e-21,-0.549568745525569,1,1,2.55965275215217e-17,"CG33229"
"RyR",1.24178377963505e-21,-0.678215560567726,1,1,2.70348746664347e-17,"RyR"
"Cirl",1.32374370737544e-21,-0.280337610070836,1,1,2.88192242532706e-17,"Cirl"
"CG1812",1.55044363788247e-21,-0.637827813709616,1,1,3.37547084403392e-17,"CG1812"
"CG33217",1.97036743315087e-21,0.876021568739172,1,1,4.28968693871276e-17,"CG33217"
"S{}1208",2.01910637428381e-21,-0.665568862486916,0.25,0.875,4.39579648745328e-17,"S{}1208"
"rst",3.34030806805333e-21,-0.543710347525887,1,1,7.2721846949589e-17,"rst"
"aPKC",3.40789285184892e-21,0.347403819196392,1,1,7.41932352776028e-17,"aPKC"
"Cyp4d2",4.12006859377715e-21,1.20649745712536,1,1,8.96980133551223e-17,"Cyp4d2"
"Slip1",7.62101441184714e-21,0.55965627217591,1,1,1.65917104760324e-16,"Slip1"
"Elys",8.46360706208148e-21,-0.727873259773239,1,1,1.84261189348576e-16,"Elys"
"Samuel",8.99428574033755e-21,-0.913840598376956,1,1,1.95814594852889e-16,"Samuel"
"Taf3",9.67593856244617e-21,0.469224536452052,1,1,2.10654858443016e-16,"Taf3"
"mt:lrRNA",1.19533113685467e-20,-0.771079625574497,1,1,2.60235541804631e-16,"mt:lrRNA"
"nAChRalpha3",1.61509499043007e-20,-0.338302995452725,1,1,3.51622330366531e-16,"nAChRalpha3"
"CG15894",1.73183096737612e-20,-0.382285060138097,1,1,3.77036919907456e-16,"CG15894"
"scrt",1.73511058383866e-20,0.300816083694843,1,1,3.77750925207514e-16,"scrt"
"axo",1.76227110420244e-20,-0.926412309765888,1,1,3.83664042095913e-16,"axo"
"ZAP3",2.01877537170048e-20,-0.329634456300048,1,1,4.39507586172911e-16,"ZAP3"
"28SrRNA-Psi:CR45860",2.38934683732004e-20,-1.48338045437453,1,1,5.20184699952946e-16,"28SrRNA-Psi:CR45860"
"Ythdc1",3.29672743298739e-20,-0.323506093659273,1,1,7.17730529435684e-16,"Ythdc1"
"Galphaq",3.36729393743608e-20,0.426886158372469,1,1,7.33093563119208e-16,"Galphaq"
"CG31510",3.61179918427685e-20,0.627947924022489,1,1,7.86324800408912e-16,"CG31510"
"CaMKII",3.86139370937054e-20,0.397511310513368,1,1,8.40664024467061e-16,"CaMKII"
"jdp",4.06789032996695e-20,0.425740718022725,1,1,8.85620403737104e-16,"jdp"
"Nmdar2",4.25096199528987e-20,-0.339879281188691,1,1,9.25476935994558e-16,"Nmdar2"
"Cp7Fa",7.11522842303337e-20,-0.822937376964034,1,1,1.5490563799786e-15,"Cp7Fa"
"RunxB",9.12566465288278e-20,-0.967868467421711,1,1,1.98674845157911e-15,"RunxB"
"Nipped-A",9.91832072745627e-20,0.358952585391266,1,1,2.15931760557451e-15,"Nipped-A"
"CG2225",9.97994293695984e-20,0.37117798360245,1,1,2.17273337680553e-15,"CG2225"
"NfI",1.28011550054582e-19,0.46094168775129,1,1,2.7869394562383e-15,"NfI"
"Sur-8",3.37334216070959e-19,0.481108821745569,1,1,7.34410321808085e-15,"Sur-8"
"Setd3",3.39380824472028e-19,-0.74055809531207,1,1,7.38865992958053e-15,"Setd3"
"CG5888",3.55104340658614e-19,-0.856619888978589,1,1,7.73097660047869e-15,"CG5888"
"raptor",3.65771043062501e-19,-0.436987842052691,1,1,7.96320137851371e-15,"raptor"
"CG8929",4.00485002987037e-19,-0.451453179253212,1,1,8.71895900003078e-15,"CG8929"
"mub",4.20655949863589e-19,0.29903931411114,1,1,9.1581006844802e-15,"mub"
"Cubn",4.4754445555599e-19,-0.834567514098846,1,1,9.74349034190947e-15,"Cubn"
"dikar",4.50628050952517e-19,-0.255992361607874,1,1,9.81062329728724e-15,"dikar"
"lncRNA:CR44024",6.24789395782223e-19,0.483331762126143,1,1,1.36022899355748e-14,"lncRNA:CR44024"
"RpL17",8.34971430619847e-19,-0.884857658441415,1,1,1.81781630160247e-14,"RpL17"
"DIP-gamma",8.83453431650329e-19,-0.322862106468056,1,1,1.92336646604593e-14,"DIP-gamma"
"CG33080",9.74766012929957e-19,-0.842831807149117,1,1,2.12216308674981e-14,"CG33080"
"bbg",1.19537344880171e-18,-0.869163447806868,1,0.958,2.6024475353862e-14,"bbg"
"dysc",1.65914119545119e-18,0.315901281394906,1,1,3.61211629661679e-14,"dysc"
"qvr",2.13085345550299e-18,0.404224952540031,1,1,4.63908105797556e-14,"qvr"
"Sap47",4.45570139517198e-18,0.348935752685365,1,1,9.70050750742893e-14,"Sap47"
"Dyrk3",5.46146436863532e-18,0.481239386821245,1,1,1.1890154076956e-13,"Dyrk3"
"CkIIalpha",5.73896761301976e-18,0.650100614842584,1,1,1.24943063903053e-13,"CkIIalpha"
"l(1)G0289",6.74353541208909e-18,-0.331693383166508,1,1,1.46813509456592e-13,"l(1)G0289"
"CG43902",6.9528773469672e-18,-0.332691594948766,1,1,1.51371092720823e-13,"CG43902"
"fne",7.10363485928918e-18,0.412569959450844,1,1,1.54653234521585e-13,"fne"
"CG32795",8.03990517086163e-18,-0.460315163493123,1,1,1.75036775474829e-13,"CG32795"
"kat80",8.11534935395765e-18,0.54373438375243,1,1,1.76679270785012e-13,"kat80"
"CG3638",8.12198220617385e-18,-0.40994619012301,1,1,1.76823674610611e-13,"CG3638"
"Gbs-70E",8.89269855477332e-18,-0.911492772795136,0.958,0.917,1.9360294023597e-13,"Gbs-70E"
"jeb",9.04645217137205e-18,0.318506603776631,1,1,1.96950310222941e-13,"jeb"
"CG43347",9.30805053720929e-18,-0.454300261526281,1,1,2.02645568245583e-13,"CG43347"
"Gs2",1.122722105096e-17,-0.76871585310089,1,1,2.44427829500449e-13,"Gs2"
"CG42339",1.16596716079619e-17,-0.366208685192118,1,1,2.53842710576939e-13,"CG42339"
"Pkc53E",1.74453672009556e-17,0.37637781450615,1,1,3.79803089332004e-13,"Pkc53E"
"Set2",1.94041391377475e-17,-0.490419726840294,1,1,4.224475131679e-13,"Set2"
"Ten-m",2.1008155539581e-17,-0.206939651570256,1,1,4.57368554252218e-13,"Ten-m"
"CG3328",2.11201113430979e-17,-0.894657211091406,1,1,4.59805944050584e-13,"CG3328"
"TTLL5",2.15087915586415e-17,0.560748239857977,1,1,4.68267901023183e-13,"TTLL5"
"297{}1721",2.34057412084139e-17,-0.681305694804392,0.333,0.917,5.09566391848378e-13,"297{}1721"
"Uhg5",2.37557527504598e-17,-0.554754150528155,1,1,5.1718649313026e-13,"Uhg5"
"DAAM",2.79419844476915e-17,-0.515880845258671,1,1,6.08324943410692e-13,"DAAM"
"CG32204",2.98297290141363e-17,0.43000004440801,1,1,6.49423030366762e-13,"CG32204"
"ND-B14.5A",3.97426625654352e-17,0.839430324336151,1,1,8.6523750671209e-13,"ND-B14.5A"
"CG2186",4.44684183120112e-17,-0.44842067779609,1,1,9.68121935070797e-13,"CG2186"
"per",5.13688642686493e-17,-0.801451046207906,1,1,1.11835154399276e-12,"per"
"Kif3C",5.52567680463372e-17,0.465222180017554,1,1,1.20299509713681e-12,"Kif3C"
"CG32813",6.04991763469482e-17,-0.382081633611214,1,1,1.31712756824941e-12,"CG32813"
"hdc",6.10237891440174e-17,0.335601617620128,1,1,1.3285489134544e-12,"hdc"
"rut",6.58347230333981e-17,-0.421955687329568,1,1,1.43328775516011e-12,"rut"
"CG1504",1.04950751356247e-16,-0.477793504740588,1,1,2.28488280777685e-12,"CG1504"
"Rab3-GEF",1.05427598576255e-16,-0.218725400926557,1,1,2.29526424860366e-12,"Rab3-GEF"
"Crag",1.06179081724502e-16,-0.367079447172617,1,1,2.31162478822414e-12,"Crag"
"DIP-delta",1.20286743590956e-16,0.442823609624244,1,1,2.6187626947187e-12,"DIP-delta"
"Crk",1.22075373099479e-16,0.63935366350403,1,1,2.65770294774875e-12,"Crk"
"snRNP-U1-70K",1.25427090415907e-16,-0.462811086423047,1,1,2.73067318544472e-12,"snRNP-U1-70K"
"GATAd",1.46278207481538e-16,0.595749293622497,1,1,3.18462285508057e-12,"GATAd"
"vkg",1.47850241849618e-16,-1.29612802420566,1,1,3.21884761530803e-12,"vkg"
"Atf6",1.67369334533208e-16,0.474837157490338,1,1,3.64379778212246e-12,"Atf6"
"CG1677",1.92813502493506e-16,-0.27039923038245,1,1,4.19774276278611e-12,"CG1677"
"CG17786",2.53044843669736e-16,-0.45884512296084,1,1,5.50903929153382e-12,"CG17786"
"CG17816",2.61205467439435e-16,0.330861247816936,1,1,5.68670423162393e-12,"CG17816"
"Efa6",2.66972278409566e-16,-0.277590556023197,1,1,5.81225347325467e-12,"Efa6"
"dati",2.71844398073914e-16,0.414601810907671,1,1,5.91832439046719e-12,"dati"
"Cam",3.14512564543924e-16,0.358546533040049,1,1,6.84725304268577e-12,"Cam"
"PlexA",3.19042571439998e-16,0.397911884824822,1,1,6.9458758228202e-12,"PlexA"
"Cp7Fb",3.3007351592438e-16,-0.686387913636684,0.792,0.958,7.18603051518969e-12,"Cp7Fb"
"CG42748",3.64251692420288e-16,0.38665628333485,1,1,7.9301235956821e-12,"CG42748"
"CG3040",4.37668360852079e-16,-0.814707145150129,1,1,9.52847788411061e-12,"CG3040"
"Pka-C3",4.84700708902131e-16,0.704848713981503,1,1,1.05524191335083e-11,"Pka-C3"
"sqd",5.36518621815035e-16,0.34084981684951,1,1,1.16805469155351e-11,"sqd"
"28SrRNA-Psi:CR45859",6.10558487251218e-16,-0.981743181121423,1,1,1.32924688259463e-11,"28SrRNA-Psi:CR45859"
"CG42402",6.4321455353672e-16,0.357789226548392,1,1,1.40034240450479e-11,"CG42402"
"Axs",7.59003479478478e-16,0.919156878244205,1,0.958,1.6524264751726e-11,"Axs"
"CG31221",7.62359427946762e-16,0.355998028803587,1,1,1.6597327105829e-11,"CG31221"
"stol",8.16353453092259e-16,0.41801099267931,1,1,1.77728310272716e-11,"stol"
"Fim",8.25892381170989e-16,-0.32214037255747,1,1,1.79805030304736e-11,"Fim"
"CG30389",9.31237958128794e-16,-0.389610740888984,1,1,2.0273981586422e-11,"CG30389"
"CG44422",1.07355960846275e-15,-0.281817969339105,1,1,2.33724662358424e-11,"CG44422"
"kis",1.14177260703224e-15,-0.244901652840405,1,1,2.48575314276989e-11,"kis"
"CG4829",1.19342273534973e-15,-0.570142277849632,1,1,2.59820063712991e-11,"CG4829"
"CG14223",1.29321021599012e-15,-0.847405189838242,1,1,2.81544796123208e-11,"CG14223"
"sNPF",1.4141040633362e-15,0.563609657245811,1,1,3.07864595628925e-11,"sNPF"
"bi",1.43664053998498e-15,-0.443620668338466,1,1,3.1277101196013e-11,"bi"
"CG45050",1.96095222839977e-15,0.366579802299039,1,1,4.26918909644914e-11,"CG45050"
"His3.3B",2.12763508547961e-15,0.437335855780247,1,1,4.63207434459765e-11,"His3.3B"
"beat-Va",2.17032849041091e-15,0.542356206980682,1,1,4.7250221564736e-11,"beat-Va"
"Haspin",2.75070996847559e-15,0.362596387792988,1,1,5.9885706723682e-11,"Haspin"
"CG40498",3.1350011603029e-15,0.350452909317606,1,1,6.82521102609544e-11,"CG40498"
"jef",3.7680541048479e-15,0.402852861141294,1,1,8.20343059166436e-11,"jef"
"rols",3.88413557547425e-15,-0.822750189874232,1,1,8.45615156136499e-11,"rols"
"Ggamma1",3.94865574331329e-15,0.510640340844408,1,1,8.59661841876737e-11,"Ggamma1"
"CG14641",4.15836311061141e-15,0.65546808275318,1,1,9.0531723281121e-11,"CG14641"
"snoRNA:Psi28S-3342",5.06774157617344e-15,-1.17659295445064,1,1,1.10329801854872e-10,"snoRNA:Psi28S-3342"
"ZAM{}RR48383",5.71403546731163e-15,0.574360103683843,1,1,1.24400266158841e-10,"ZAM{}RR48383"
"sbr",5.92490824670195e-15,0.366881049953449,1,1,1.28991177438948e-10,"sbr"
"CG32815",6.94902932788439e-15,-0.489596546149899,1,1,1.51287317497371e-10,"CG32815"
"CG3078",8.20652825656634e-15,-0.607513754139704,1,1,1.78664326673706e-10,"CG3078"
"nrv3",8.53312869177057e-15,0.368407802869466,1,1,1.85774744748537e-10,"nrv3"
"CG42271",1.00598978961275e-14,-0.442645446075981,1,1,2.19014037096592e-10,"CG42271"
"PAN3",1.03510480139226e-14,0.355159356673937,1,1,2.25352666311109e-10,"PAN3"
"fng",1.15908496342419e-14,-0.833534403680733,1,1,2.5234438738708e-10,"fng"
"lncRNA:CR45388",1.23139161580382e-14,0.702840168193329,1,1,2.6808626867665e-10,"lncRNA:CR45388"
"Nhe2",1.36735734765803e-14,0.301335446156092,1,1,2.97687368158629e-10,"Nhe2"
"CG17600",1.43314125918179e-14,-0.644682309430501,1,1,3.12009183536467e-10,"CG17600"
"Ace",1.49524578799996e-14,0.31243549889453,1,1,3.25529960505471e-10,"Ace"
"CG13008",1.51391810046852e-14,-0.760168879607484,1,1,3.29595109653001e-10,"CG13008"
"TTLL4A",1.62484298813431e-14,0.485267447551643,1,1,3.5374456694672e-10,"TTLL4A"
"Lk6",1.68561843381507e-14,0.305020075257366,1,1,3.6697598922588e-10,"Lk6"
