"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"CG13361",0.0610596981321233,-0.0755331138969204,0.083,0.208,1,"CG13361"
"Zip99C",0.0610655115127821,0.229123114542988,1,1,1,"Zip99C"
"D19B",0.0610765636307181,0.253110652103616,1,1,1,"D19B"
"roo{}1076",0.0611242285951583,0.33179545865868,1,0.833,1,"roo{}1076"
"defl",0.0613577152722003,-0.196850804527005,0.958,0.833,1,"defl"
"mle",0.0614138351662294,0.164959573493546,1,1,1,"mle"
"Gadd45",0.0615551586524055,0.287027900604303,1,1,1,"Gadd45"
"cmet",0.0616001285301835,-0.0720554522118162,0.25,0.167,1,"cmet"
"CG42336",0.0616014878487474,0.211146827089319,1,1,1,"CG42336"
"RpL8",0.0616147821733537,-0.186611688297508,1,1,1,"RpL8"
"lncRNA:CR45232",0.0616757941223686,-0.0636560314323162,0.333,0.333,1,"lncRNA:CR45232"
"Rtca",0.0617477485933106,0.216962742246393,1,0.958,1,"Rtca"
"RpS27",0.0617837586262557,-0.153995177973234,1,1,1,"RpS27"
"asRNA:CR43413",0.0617843720367525,-0.0572761606298657,0.375,0.292,1,"asRNA:CR43413"
"CG12112",0.0618514088679581,-0.169712293607324,0.958,0.792,1,"CG12112"
"CG4935",0.0619904617798132,-0.135552279773379,0.958,0.667,1,"CG4935"
"Miro",0.0619964356382133,-0.124929656226208,1,1,1,"Miro"
"CG8353",0.0620130089123178,0.213998497415223,1,0.792,1,"CG8353"
"Hsc20",0.0620357620885238,0.262350722597039,1,0.792,1,"Hsc20"
"Doc{}2479",0.0620475511603464,0.150968507693699,0.917,0.292,1,"Doc{}2479"
"Polr2F",0.0620616996085948,-0.198541126587365,1,0.917,1,"Polr2F"
"PIG-Q",0.0620728020804367,0.229036524871991,1,0.667,1,"PIG-Q"
"otk",0.062114649566359,0.186850061211825,1,1,1,"otk"
"CG14257",0.0621302541328116,0.245307271773211,1,1,1,"CG14257"
"Rt1b{}605",0.062221072100754,-0.077373998869354,0.458,0.333,1,"Rt1b{}605"
"1360{}5004",0.0623271532280887,0.218957998041351,1,1,1,"1360{}5004"
"Cftr",0.0625271359668735,-0.163734398501339,1,1,1,"Cftr"
"asl",0.0626383711144873,-0.154427320477296,1,0.833,1,"asl"
"CG8243",0.0626798479668271,-0.14165399773818,1,1,1,"CG8243"
"Prosbeta7",0.0626880190217543,-0.126074630888011,1,0.792,1,"Prosbeta7"
"CG9396",0.0628838295033525,-0.0584053715783828,0.5,0.333,1,"CG9396"
"dco",0.0630618021809756,0.128457566751751,1,1,1,"dco"
"CG13203",0.0630666339153306,-0.130951181044013,0.833,0.708,1,"CG13203"
"cd",0.0631388882686897,-0.0716883467379548,0.375,0.167,1,"cd"
"lncRNA:CR44113",0.0631414095953271,-0.0807631628517429,0.167,0.125,1,"lncRNA:CR44113"
"crp",0.0632052536045049,0.131355088247231,1,1,1,"crp"
"CG13924",0.0632493483093222,-0.218431428112173,0.958,0.958,1,"CG13924"
"1360{}Eph[1520]",0.063262541094882,0.175204807700209,0.958,0.375,1,"1360{}Eph[1520]"
"CG32228",0.0632820480792834,-0.141555130538983,0.75,0.542,1,"CG32228"
"CG2641",0.0634169761981076,-0.113172960537319,0.75,0.458,1,"CG2641"
"CG44008",0.0634269424968471,0.265009002618872,1,0.875,1,"CG44008"
"CG43703",0.063455233471576,-0.131875373669867,0.917,0.708,1,"CG43703"
"CG7407",0.0634852903285517,0.254643521094558,1,0.75,1,"CG7407"
"CG12769",0.0635136239298351,0.15406690764343,1,1,1,"CG12769"
"FB{}1698",0.063533771512041,-0.137474025263492,1,0.708,1,"FB{}1698"
"Ror",0.0635358428823982,0.178341020976969,1,1,1,"Ror"
"wun",0.0636187209103255,0.175014416090465,1,1,1,"wun"
"Naa15-16",0.0636619942771297,-0.137716115700475,1,1,1,"Naa15-16"
"Nup98-96",0.063765601858952,-0.0910264238715581,1,1,1,"Nup98-96"
"Root",0.0637736118203143,-0.110847668039074,0.583,0.458,1,"Root"
"Rpn7",0.0637982579359232,-0.207092119012506,1,0.958,1,"Rpn7"
"CG6983",0.063810600443631,0.187066871943497,1,1,1,"CG6983"
"CG46339",0.0638732787722515,0.138002218774707,1,1,1,"CG46339"
"CG2926",0.0639539481223199,-0.0237733418338999,1,1,1,"CG2926"
"CG8854",0.06395918625289,-0.0704171029519696,0.167,0.167,1,"CG8854"
"asRNA:CR43877",0.0640449157626066,-0.08918249959242,0.708,0.375,1,"asRNA:CR43877"
"KaiR1D",0.0640821844231321,-0.0611019493707345,1,1,1,"KaiR1D"
"CG9663",0.0641130724207851,-0.153701495585077,1,0.833,1,"CG9663"
"wrm1",0.0641332249842904,-0.170556653454254,1,1,1,"wrm1"
"opus{}1007",0.0641345639245196,-0.0770918223160191,0.125,0.208,1,"opus{}1007"
"CG8360",0.0642035782671487,0.256439648975886,1,0.917,1,"CG8360"
"boly",0.0642407138354353,-0.0871288884297048,0.708,0.458,1,"boly"
"CG30350",0.0643565824235882,-0.138490970536596,1,0.792,1,"CG30350"
"CG30156",0.0644067854239942,-0.18525921216728,1,1,1,"CG30156"
"asRNA:CR45270",0.0644278169979151,0.200045287508606,1,0.792,1,"asRNA:CR45270"
"Duox",0.0644367539373838,-0.104469738745444,0.667,0.458,1,"Duox"
"rdgBbeta",0.0644408120860102,-0.146000357336048,1,1,1,"rdgBbeta"
"gypsy2{}5194",0.0645726478187596,-0.0534501880406628,0.417,0.25,1,"gypsy2{}5194"
"X{}RR48406",0.06467677291936,-0.144762174346566,1,0.958,1,"X{}RR48406"
"CG14667",0.0647784435236444,0.228627055362916,1,0.958,1,"CG14667"
"CG2278",0.0649989395608958,-0.114031586836059,1,1,1,"CG2278"
"Pp2A-29B",0.0651259550222922,0.170385376635498,1,1,1,"Pp2A-29B"
"CG15475",0.0651546135272919,0.263589149005158,1,0.792,1,"CG15475"
"Bub1",0.0652487460540403,-0.112374373319529,1,1,1,"Bub1"
"Hsp67Ba",0.0653241653613436,-0.141057496288818,1,1,1,"Hsp67Ba"
"Use1",0.0654752590350746,0.206097449237994,1,0.958,1,"Use1"
"GstO3",0.0655703496821199,0.196290499689423,1,0.75,1,"GstO3"
"CG45263",0.0655728970439351,-0.0288488104532334,1,1,1,"CG45263"
"stops",0.06557802197551,-0.135717353982344,1,0.958,1,"stops"
"Atxn7",0.0656241003804158,-0.0834562093317203,1,1,1,"Atxn7"
"msps",0.0657299598230177,-0.0415897196319032,1,1,1,"msps"
"CG15673",0.0657567506288985,-0.0886317341055634,0.5,0.458,1,"CG15673"
"CG17593",0.0659880301100168,0.259672562240607,1,1,1,"CG17593"
"CG3857",0.0660001890146827,-0.156017476527253,0.958,0.875,1,"CG3857"
"CG13623",0.0660801835693023,-0.111171501440426,0.792,0.5,1,"CG13623"
"Lim3",0.0661103250264441,0.196506242456973,1,1,1,"Lim3"
"Gnpat",0.0661326779740453,0.194732612300194,1,1,1,"Gnpat"
"lncRNA:CR45533",0.0662855858281228,0.220866145498172,1,1,1,"lncRNA:CR45533"
"modSP",0.0663833736087679,-0.0544427575783226,0.292,0.167,1,"modSP"
"Fitm",0.0663990613370997,-0.159885608696563,1,1,1,"Fitm"
"Wdr81",0.0665420785595751,-0.138012723172455,1,1,1,"Wdr81"
"resilin",0.0665423107317997,-0.190174119378746,0.792,0.417,1,"resilin"
"ana1",0.066596748340042,-0.149591105587723,1,1,1,"ana1"
"Ge-1",0.0666043165151061,0.201541315913242,1,1,1,"Ge-1"
"Sod3",0.0666091960873022,-0.134538117195458,1,0.958,1,"Sod3"
"Dscam4",0.0666199879584276,-0.00749431478115437,1,1,1,"Dscam4"
"CG7791",0.0666435218412505,0.237645280031805,1,0.875,1,"CG7791"
"CCAP-R",0.066670526738426,0.182874819780022,1,1,1,"CCAP-R"
"CG31365",0.066784722954793,-0.173372832617259,1,1,1,"CG31365"
"CG30062",0.066798312936591,-0.170552988616745,0.833,0.75,1,"CG30062"
"ap",0.0668475494660226,-0.0673106177735769,1,1,1,"ap"
"CG13676",0.0668518765049564,-0.0599619519035057,0.25,0.167,1,"CG13676"
"boi",0.0668548673636165,-0.162394597103156,0.958,0.875,1,"boi"
"F{}RR48397",0.0669165274015535,-0.0840029782932268,0.083,0.167,1,"F{}RR48397"
"CG34106",0.0669219247522873,0.133908016634709,1,1,1,"CG34106"
"Dpy-30L1",0.066926046386956,-0.130647376402681,0.958,0.667,1,"Dpy-30L1"
"upd3",0.0670080294514041,-0.11633106637287,0.167,0.208,1,"upd3"
"CenG1A",0.0670265594571082,-0.0367534590289573,1,1,1,"CenG1A"
"p-cup",0.0670532737992296,-0.0620778136213627,0.208,0.167,1,"p-cup"
"CG2145",0.0671371919867678,-0.149140526457054,1,1,1,"CG2145"
"DIP-eta",0.067328736370239,0.207609435081594,1,1,1,"DIP-eta"
"Slbp",0.0674571265405354,-0.145298915269676,1,0.792,1,"Slbp"
"CG33203",0.0674652978830274,-0.0581518621370577,1,1,1,"CG33203"
"CCT3",0.0676217712205222,0.228154494006798,1,0.958,1,"CCT3"
"Coq9",0.0676394883917636,-0.165736222676228,1,0.958,1,"Coq9"
"scny",0.0676674635757154,0.145063780923751,1,1,1,"scny"
"CG15097",0.0677977566608429,-0.0778548317135006,1,1,1,"CG15097"
"gypsy12{}4992",0.0678807159643515,0.149154309651536,0.833,0.125,1,"gypsy12{}4992"
"invader4{}1784",0.0679390521228072,0.232977374227799,1,0.958,1,"invader4{}1784"
"asRNA:CR43468",0.0679433345756361,-0.082792991575305,0.333,0.292,1,"asRNA:CR43468"
"lncRNA:CR46106",0.0679487448160696,-0.0828421770539389,0.375,0.208,1,"lncRNA:CR46106"
"CG7488",0.0679905725204247,0.165827419396928,1,0.333,1,"CG7488"
"dlg1",0.0680197674365809,-0.000629853412201342,1,1,1,"dlg1"
"HeT-A{}6278",0.0680850596931362,0.197056891860689,1,0.708,1,"HeT-A{}6278"
"Lsp1beta",0.0681019015483156,-0.0715685304131561,0.333,0.292,1,"Lsp1beta"
"B-H2",0.0681315363769718,-0.184874414392648,1,0.792,1,"B-H2"
"CG3544",0.0682751735967516,-0.0763103089106245,0.375,0.333,1,"CG3544"
"Or1a",0.0682956238532745,-0.0964426546780128,0.542,0.375,1,"Or1a"
"CG15773",0.0683333554868687,-0.0505032183743861,0.292,0.167,1,"CG15773"
"CG8818",0.068366675920147,0.226784421050359,1,0.917,1,"CG8818"
"CG11737",0.0684360055815166,-0.179651759599002,1,1,1,"CG11737"
"CG14042",0.0684579924246451,-0.0773013798989814,1,1,1,"CG14042"
"Poxm",0.068471581811879,-0.0584879701925631,0.208,0.208,1,"Poxm"
"clu",0.0684790071403157,0.18313791795703,1,1,1,"clu"
"asRNA:CR45272",0.0685544128248177,-0.0798944931037022,0.083,0.208,1,"asRNA:CR45272"
"Ppt1",0.0686315369478057,0.240424776154671,1,0.583,1,"Ppt1"
"CtsF",0.0686396201721167,-0.0712522493527934,1,1,1,"CtsF"
"Pvf1",0.0686586223402237,-0.140410387266456,0.875,0.625,1,"Pvf1"
"CG1236",0.0686611754976698,-0.133064619578678,0.875,0.5,1,"CG1236"
"asRNA:CR43908",0.0687570497525518,-0.0603830135656152,0.333,0.208,1,"asRNA:CR43908"
"RpL21",0.0688233551157152,-0.157678869771427,1,1,1,"RpL21"
"CG18507",0.0688352512307843,-0.100335554469933,0.5,0.25,1,"CG18507"
"zip",0.0688622794227781,-0.0287772372030293,1,1,1,"zip"
"lncRNA:CR46002",0.0689353980919261,-0.0608915827477379,0.25,0.208,1,"lncRNA:CR46002"
"CG6006",0.0690100191285573,0.190087458461866,1,1,1,"CG6006"
"CG32040",0.0690180437458669,-0.0765534971806838,0.083,0.208,1,"CG32040"
"Smr",0.0690708065774475,-0.028774507060902,1,1,1,"Smr"
"CG6204",0.0691194130585521,0.235804558478275,1,0.917,1,"CG6204"
"CG15914",0.069151788726723,0.14877230113021,0.833,0.208,1,"CG15914"
"Doc{}Ir93a[iso-1]",0.0691518595471239,-0.063743071999709,0.167,0.208,1,"Doc{}Ir93a[iso-1]"
"CG4686",0.0693194336950512,0.182656751802653,1,0.875,1,"CG4686"
"Amy-d",0.0694961194169578,-0.0577825778154866,0.208,0.167,1,"Amy-d"
"SMC2",0.0695003161484523,-0.17141372809008,1,1,1,"SMC2"
"CG3679",0.0695165193369818,-0.0646449213409719,0.333,0.167,1,"CG3679"
"CG32110",0.0695242658403608,0.206625766613242,1,1,1,"CG32110"
"Meics",0.0695719442578031,0.204994502754178,1,0.958,1,"Meics"
"CG11597",0.0695734713981195,0.234904671225296,1,0.958,1,"CG11597"
"CG6834",0.0696817661215706,-0.136732867849861,0.833,0.542,1,"CG6834"
"nompA",0.0698274294983602,-0.0849289935162574,0.083,0.167,1,"nompA"
"EMC6",0.0698496596916389,-0.134611002202052,0.833,0.625,1,"EMC6"
"mrt",0.0698589332511856,-0.102255832165997,1,1,1,"mrt"
"CG4168",0.0698784814054959,-0.0280750995577677,1,1,1,"CG4168"
"Nha1",0.0699253899442139,0.201691781447956,1,0.625,1,"Nha1"
"Mvb12",0.0700305285021901,0.204027222214695,1,1,1,"Mvb12"
"lncRNA:CR45224",0.070038617500163,0.235136633900013,1,0.958,1,"lncRNA:CR45224"
"Best1",0.0700412696304279,0.178421820738872,1,1,1,"Best1"
"ver",0.070107626345196,-0.130082430208589,0.542,0.417,1,"ver"
"CG13318",0.0701293351881327,0.154420569678955,0.792,0.208,1,"CG13318"
"CG31922",0.070140952572916,-0.15049766253872,1,0.917,1,"CG31922"
"CG5281",0.0701787269571479,-0.134803893956821,1,1,1,"CG5281"
"Su(var)2-HP2",0.0702619457064863,0.119792552218319,1,1,1,"Su(var)2-HP2"
"Gdi",0.0702871812211066,0.167859052156274,1,1,1,"Gdi"
"tal-1A",0.0703388012348469,-0.139619401530187,1,1,1,"tal-1A"
"tacc",0.0703425056875598,0.129461876984654,1,1,1,"tacc"
"HB{}1185",0.0703608925762365,-0.0634716589808209,0.292,0.208,1,"HB{}1185"
"Ehbp1",0.0703680920210926,0.118320772927977,1,1,1,"Ehbp1"
"Cul5",0.0704365349361396,-0.13083996396335,1,0.958,1,"Cul5"
"CG8043",0.0705791626121947,-0.128637762662402,0.917,0.583,1,"CG8043"
"lncRNA:CR46036",0.0707474626596314,-0.123519567332006,0.667,0.375,1,"lncRNA:CR46036"
"pen-2",0.0707526872074191,0.211187159271505,1,0.625,1,"pen-2"
"Ypel",0.0707857685262122,-0.100317525752506,1,1,1,"Ypel"
"CG17141",0.0708491870971928,0.118228886571233,0.875,0.292,1,"CG17141"
"asRNA:CR43833",0.0709459493898231,-0.0717821814914084,0.25,0.25,1,"asRNA:CR43833"
"colt",0.0709733017342459,-0.151222938762915,1,0.792,1,"colt"
"Gyc32E",0.0709733939258799,-0.168540813658917,1,1,1,"Gyc32E"
"CG10654",0.0710178822320092,0.227824949844227,1,1,1,"CG10654"
"arr",0.0710813135209537,-0.0303541976630359,1,1,1,"arr"
"san",0.071104184480852,0.195527090711882,1,0.917,1,"san"
"Gs1",0.0711153994256463,0.192697067513361,1,1,1,"Gs1"
"betaTub56D",0.0711623329769255,0.176779765863216,1,1,1,"betaTub56D"
"Stalker4{}2894",0.0712994552490386,0.222332125383272,1,1,1,"Stalker4{}2894"
"vib",0.0713103174763732,0.141379427482018,1,1,1,"vib"
"CG5958",0.0714189739289536,-0.0718691252346995,0.208,0.25,1,"CG5958"
"copia{}1684",0.0714742534630799,0.257077798341716,1,0.958,1,"copia{}1684"
"Hsp26",0.0714961424922426,0.288290530283017,0.958,0.667,1,"Hsp26"
"Arl4",0.0715157742693688,-0.0936641677696455,1,1,1,"Arl4"
"GstT4",0.0715488806808025,-0.0940738174917133,0.375,0.375,1,"GstT4"
"CG3792",0.0715611620230099,0.14835701560089,0.958,0.458,1,"CG3792"
"DIP-kappa",0.0716981764842047,0.150534800618308,1,1,1,"DIP-kappa"
"RpL40",0.0717426955846086,-0.17134499498913,1,1,1,"RpL40"
"Ilp7",0.0717454878761816,-0.106164895092286,0.75,0.458,1,"Ilp7"
"CG14757",0.0718687185969239,0.179775374858378,0.958,0.667,1,"CG14757"
"TwdlW",0.0718711017390703,-0.0603963405960704,0.208,0.167,1,"TwdlW"
"lncRNA:CR44708",0.0719747029817369,-0.0554281245673991,0.292,0.167,1,"lncRNA:CR44708"
"me31B",0.0719998709769605,0.228934700495547,1,1,1,"me31B"
"CG15073",0.0720184604553588,0.231681635711146,1,1,1,"CG15073"
"INE-1{}5916",0.072051773867054,0.14485313463361,0.875,0.208,1,"INE-1{}5916"
"CG8289",0.0721561814476657,-0.135342139236128,1,1,1,"CG8289"
"Gnf1",0.0722516986449929,-0.123544577078689,1,1,1,"Gnf1"
"CG6409",0.0722611898563239,-0.0739525116328519,0.458,0.292,1,"CG6409"
"CG7772",0.0723175848945695,0.23650883326165,1,1,1,"CG7772"
"Pvf2",0.0724233825290496,-0.0855022087918842,0.375,0.292,1,"Pvf2"
"yellow-d2",0.0725343833542235,-0.0453603101230886,0.333,0.208,1,"yellow-d2"
"CG2678",0.0725735344592413,-0.0511034640502102,0.208,0.167,1,"CG2678"
"asRNA:CR44896",0.072776550299656,-0.0801353051168769,0.417,0.292,1,"asRNA:CR44896"
"CG31687",0.0727770379643075,0.231166239477488,1,1,1,"CG31687"
"Buffy",0.0727897674809155,-0.114680782786944,0.583,0.542,1,"Buffy"
"Epp",0.072838700122393,0.215657974146301,1,1,1,"Epp"
"TART-B{}1567",0.07290368733943,0.150240554202773,0.917,0.583,1,"TART-B{}1567"
"CG17075",0.0730550761190694,-0.0416331767407011,1,1,1,"CG17075"
"MAPk-Ak2",0.0731354717364176,-0.0908734970844685,1,1,1,"MAPk-Ak2"
"hgo",0.073185864371905,-0.044460308501737,0.417,0.208,1,"hgo"
"crok",0.0732093335855101,-0.173416600337466,0.958,0.708,1,"crok"
"CG8008",0.0732299536018466,-0.0737052796231357,0.083,0.208,1,"CG8008"
"CG11638",0.0732660809584848,0.161279788032488,1,1,1,"CG11638"
"GCC88",0.0732742499768846,-0.155206959405124,1,1,1,"GCC88"
"Doc{}942",0.0732825917259083,-0.0447571903610999,0.25,0.208,1,"Doc{}942"
"Mgat2",0.0733539294721204,-0.0658637147610157,1,1,1,"Mgat2"
"CG10068",0.0733762053672696,0.200614264612637,1,0.917,1,"CG10068"
"CG42570",0.0733832303014685,-0.0746407840094561,0.125,0.167,1,"CG42570"
"CG1440",0.0734029649693082,0.154680447381951,1,1,1,"CG1440"
"CG13245",0.073492549451064,-0.137518560227578,1,1,1,"CG13245"
"Nsun5",0.0735379421187992,0.230005280598036,1,0.833,1,"Nsun5"
"CG4452",0.0735664897149274,0.188945182606327,1,1,1,"CG4452"
"CG7879",0.0735948654770562,-0.0772055045225184,1,1,1,"CG7879"
"CG33172",0.0736276267782448,-0.157131957213339,0.917,0.667,1,"CG33172"
"SkpA",0.073635204537858,-0.137869803424503,1,1,1,"SkpA"
"gb",0.0737127471196148,0.208248737650729,1,1,1,"gb"
"asRNA:CR42254",0.0737385781552652,0.195737953340978,1,0.917,1,"asRNA:CR42254"
"CG33552",0.0737679185802713,0.186065058640601,1,0.5,1,"CG33552"
"lncRNA:CR44265",0.0737774940722657,0.151952422921396,0.792,0.292,1,"lncRNA:CR44265"
"HGTX",0.0737928746631917,0.289154671840534,1,0.708,1,"HGTX"
"Ccdc85",0.0738231283758797,-0.185018552528422,0.958,0.875,1,"Ccdc85"
"Fie",0.0740061031175558,0.195294217857706,1,1,1,"Fie"
"CG10463",0.0740358184774796,0.203954248591448,1,0.75,1,"CG10463"
"Fcp1",0.0740479182973954,-0.133707289496754,1,1,1,"Fcp1"
"Cyp9f3",0.0740958258406476,0.174918343914352,1,0.708,1,"Cyp9f3"
"Oatp33Ea",0.0741344904756469,-0.160331539386022,1,0.875,1,"Oatp33Ea"
"fz2",0.0743252936675131,-0.0122354422399318,1,1,1,"fz2"
"CG5280",0.0743594862144701,-0.110028844641366,0.708,0.583,1,"CG5280"
"Dl",0.074361586639419,-0.180109340480311,1,1,1,"Dl"
"CG18858",0.0744632455110826,0.202831905253718,0.958,0.667,1,"CG18858"
"CG8401",0.074517908672448,-0.169761802766232,0.375,0.417,1,"CG8401"
"lncRNA:CR45362",0.0745589141147014,-0.0893637989300435,0.083,0.167,1,"lncRNA:CR45362"
"Erk7",0.0746870829086978,-0.0675046276149276,0.083,0.208,1,"Erk7"
"jockey{}1009",0.0747282082661993,-0.136827987136233,0.958,0.833,1,"jockey{}1009"
"dpr12",0.0748594302871352,-0.00632693795804151,1,1,1,"dpr12"
"Tes",0.0748910824204345,0.236260276174661,1,0.917,1,"Tes"
"CG18467",0.0749031181870666,0.218469629735992,1,1,1,"CG18467"
"CG31467",0.0749255222186796,0.12777903069464,0.958,0.5,1,"CG31467"
"eIF3f1",0.0750946156732625,-0.149038076682015,1,0.958,1,"eIF3f1"
"Dci",0.0751157810061012,-0.133164547019166,0.917,0.75,1,"Dci"
"reb",0.075118475533981,-0.0633514524753629,0.25,0.167,1,"reb"
"CG1273",0.0752229260476292,-0.105736175937986,0.458,0.292,1,"CG1273"
"Cul4",0.0753672728927621,0.197643843116951,1,1,1,"Cul4"
"CG17739",0.0754531326590288,0.198459241870858,1,0.708,1,"CG17739"
"CG17672",0.075480455270751,-0.0794167529230512,0.042,0.208,1,"CG17672"
"CG2021",0.0755343394461197,0.147318263783573,0.833,0.25,1,"CG2021"
"RpLP0",0.0755933815781986,-0.125395704083636,1,1,1,"RpLP0"
"Swt1",0.0757035619027908,-0.10312960832368,1,1,1,"Swt1"
"Ir92a",0.0757427723889956,-0.0837923689686493,0.083,0.167,1,"Ir92a"
"CG13500",0.0758532097283325,-0.0624654184242903,0.333,0.25,1,"CG13500"
"Prp38",0.0759029875892238,0.21154637601853,1,0.875,1,"Prp38"
"CG3651",0.0759075942686997,0.184645934660736,1,1,1,"CG3651"
"speck",0.0759285997452736,-0.0761970250106389,1,1,1,"speck"
"Pli",0.0759459067567264,-0.0355351995062514,1,1,1,"Pli"
"CG31643",0.0759604488450864,0.200248313346104,0.958,0.625,1,"CG31643"
"mdg1{}859",0.0759605390145831,0.205932998041387,1,0.875,1,"mdg1{}859"
"CG31698",0.0759775316256846,-0.0888308094071206,0.375,0.292,1,"CG31698"
"CG3732",0.0760684439765625,-0.164978581337309,1,1,1,"CG3732"
"CG3104",0.0760802594633972,0.172025081570707,1,1,1,"CG3104"
"SCOT",0.0761263274805476,-0.182321039500612,1,0.875,1,"SCOT"
"Ilp4",0.0761960381310543,-0.066821551481083,0.125,0.167,1,"Ilp4"
"bin3",0.0762116637568477,0.115507941104396,1,1,1,"bin3"
"CG2961",0.0762169166616538,-0.104941636074511,0.667,0.375,1,"CG2961"
"CG6999",0.0762433025102017,-0.143336813409632,0.958,0.75,1,"CG6999"
"roo{}6570",0.0762875102366317,0.161441508042836,0.917,0.375,1,"roo{}6570"
"COX6AL2",0.0763540737521353,-0.0721860189375834,0.208,0.167,1,"COX6AL2"
"PolG2",0.076661552622797,0.205911998091465,1,0.917,1,"PolG2"
"rn",0.0766833996864705,0.160296183598695,1,1,1,"rn"
"CG31248",0.0770172633330621,-0.183755955878946,1,1,1,"CG31248"
"297{}4042",0.0770585899320313,0.187461352971033,1,0.667,1,"297{}4042"
"kek3",0.0770996899954662,-0.0321417537973436,1,1,1,"kek3"
"LRR",0.0771668620552388,0.115812521007101,1,1,1,"LRR"
"rost",0.0772100284934598,-0.115028430826218,0.583,0.5,1,"rost"
"Dera",0.0773457334955965,-0.0901055407521181,0.75,0.375,1,"Dera"
"flea{}875",0.0773461448650952,-0.0512043019301949,0.167,0.208,1,"flea{}875"
"Tsp42Eg",0.077387522797133,-0.0892783251805636,0.083,0.167,1,"Tsp42Eg"
"LRP1",0.0776266660591025,-0.0156979484800357,1,1,1,"LRP1"
"whd",0.0777006505235998,-0.139561654029419,1,1,1,"whd"
"eIF2Balpha",0.0777030785847846,-0.149318049865132,1,0.792,1,"eIF2Balpha"
"BI-1",0.0777590181474944,0.193676755515618,1,1,1,"BI-1"
"Vha26",0.0777695728474999,0.146729270823707,1,1,1,"Vha26"
"CHKov1",0.0778705174745325,-0.140652638451127,1,0.833,1,"CHKov1"
"PolD3",0.0778779914764945,0.212194392068488,1,0.875,1,"PolD3"
"opus{}336",0.0780871209305653,-0.092474930951199,0.625,0.417,1,"opus{}336"
"asRNA:CR43842",0.078108527407085,-0.0579234692343746,0.167,0.208,1,"asRNA:CR43842"
"lncRNA:CR45996",0.0781903113752011,-0.127850271915948,0.958,0.75,1,"lncRNA:CR45996"
"CG6550",0.0782280938091282,-0.173241714633927,1,0.833,1,"CG6550"
"lncRNA:CR44606",0.0782687345992117,-0.134559396861362,0.958,0.583,1,"lncRNA:CR44606"
"CG34134",0.0783287044528532,0.186330974564316,1,0.792,1,"CG34134"
"RhoL",0.0783329359418038,-0.103067405147495,0.625,0.542,1,"RhoL"
"CG44195",0.0783508097245102,0.19446650929523,1,1,1,"CG44195"
"mt:ND3",0.0783848274821008,-0.117508504210567,0.625,0.417,1,"mt:ND3"
"FB{}3238",0.0784135773839512,-0.080165673837369,0.542,0.292,1,"FB{}3238"
"CG33310",0.0784285981652656,-0.0781163874642687,1,1,1,"CG33310"
"IM33",0.0784780640784838,-0.0635146439875145,0.125,0.167,1,"IM33"
"Ugt303B3",0.0785361676440308,-0.0665004573618342,0.125,0.167,1,"Ugt303B3"
"CG42561",0.078579511686969,0.177463512342173,1,0.458,1,"CG42561"
"Myo95E",0.0785878120370076,0.15726443117321,1,1,1,"Myo95E"
"ppk21",0.0786763459655426,-0.0775813740453959,0.333,0.292,1,"ppk21"
"Smyd4-2",0.0787815289860914,-0.0683909304990484,0.125,0.167,1,"Smyd4-2"
"CG9596",0.0788092843501102,-0.164529080377243,0.958,0.958,1,"CG9596"
"lncRNA:CR44558",0.0789829010868556,-0.0831487161269493,0.042,0.208,1,"lncRNA:CR44558"
"mim",0.0790346194319864,-0.0334146931054766,1,1,1,"mim"
"Sdb",0.0790732322110057,-0.103380053196754,1,1,1,"Sdb"
"RYa-R",0.0791146943223921,0.210729136866945,1,1,1,"RYa-R"
"VhaSFD",0.0791462415254413,0.213683943174377,1,1,1,"VhaSFD"
"lncRNA:CR32582",0.0792516975498799,-0.0696372432010994,0.208,0.125,1,"lncRNA:CR32582"
"CG33509",0.079278835609413,-0.0621014144060439,0.417,0.292,1,"CG33509"
"Sting",0.079389000857352,-0.138933337605366,0.875,0.625,1,"Sting"
"CG34232",0.0794363697559268,-0.161159277129502,1,0.875,1,"CG34232"
"Idefix{}4608",0.0794747648886844,-0.0425607188408401,0.292,0.167,1,"Idefix{}4608"
"CG34310",0.0794881582858536,-0.161799278660366,1,0.833,1,"CG34310"
"CG18599",0.0795990234871357,-0.257282238592804,1,1,1,"CG18599"
"Cpr78Cb",0.0796048137714007,-0.0693385183575419,0.25,0.208,1,"Cpr78Cb"
"CG4119",0.0797261434024722,-0.0980893634817392,1,1,1,"CG4119"
"CG5381",0.0797386669529919,-0.10625401286427,0.708,0.583,1,"CG5381"
"CG12398",0.0797536569317685,-0.0499286842800091,0.292,0.208,1,"CG12398"
"CG3434",0.0797947583446521,0.192900007885306,0.958,0.583,1,"CG3434"
"RluA-1",0.0798134482903465,-0.254908457368629,1,0.792,1,"RluA-1"
"Dnaaf3",0.0798458988610931,-0.101965423288638,0.875,0.417,1,"Dnaaf3"
"CG15717",0.0799205871071295,-0.108072984677665,1,1,1,"CG15717"
"tra",0.0799600345755792,-0.155395465077558,1,1,1,"tra"
"1360{}6347",0.0799620612125718,0.194103394234466,1,0.542,1,"1360{}6347"
"INE-1{}5960",0.0800340313892713,-0.0413894134405268,0.25,0.208,1,"INE-1{}5960"
